,precision,recall,f1-score,support
85176210,0.8245614035087719,0.705,0.7601078167115903,200.0
85176290,0.9347826086956522,0.215,0.34959349593495936,200.0
85176900,0.9583333333333334,0.46,0.6216216216216216,200.0
85181000,0.9230769230769231,0.84,0.8795811518324608,200.0
85182100,0.9405405405405406,0.87,0.9038961038961039,200.0
85182200,0.9685534591194969,0.77,0.8579387186629527,200.0
85182900,0.96045197740113,0.85,0.9018567639257294,200.0
85183000,0.9651162790697675,0.83,0.8924731182795699,200.0
85219090,0.9742268041237113,0.945,0.9593908629441624,200.0
85234990,0.9365853658536586,0.96,0.9481481481481482,200.0
85235100,0.9938650306748467,0.81,0.8925619834710744,200.0
85235200,0.9415204678362573,0.805,0.8679245283018868,200.0
85258900,0.9888888888888889,0.89,0.9368421052631579,200.0
85269100,0.9698795180722891,0.805,0.8797814207650273,200.0
85271300,0.9947368421052631,0.945,0.9692307692307692,200.0
85272110,1.0,0.925,0.961038961038961,200.0
85279190,0.9609756097560975,0.985,0.9728395061728395,200.0
85285910,0.9764705882352941,0.83,0.8972972972972973,200.0
85286900,0.9895833333333334,0.95,0.9693877551020408,200.0
85287220,1.0,0.975,0.9873417721518988,200.0
85291000,0.9173553719008265,0.555,0.6915887850467289,200.0
85299000,0.9333333333333333,0.77,0.8438356164383561,200.0
85318000,0.9553072625698324,0.855,0.9023746701846965,200.0
85361010,0.9481481481481482,0.64,0.764179104477612,200.0
85362000,0.7783018867924528,0.825,0.8009708737864077,200.0
85364999,0.8881987577639752,0.715,0.7922437673130194,200.0
85365010,0.8733333333333333,0.655,0.7485714285714286,200.0
85365090,0.0,0.0,0.0,200.0
85366900,0.8305084745762712,0.735,0.7798408488063661,200.0
85369013,0.9130434782608695,0.105,0.18834080717488788,200.0
85369019,0.8778625954198473,0.575,0.6948640483383686,200.0
85369090,0.908256880733945,0.495,0.6407766990291263,200.0
85371000,0.8160919540229885,0.355,0.49477351916376305,200.0
85381000,0.8874172185430463,0.67,0.7635327635327636,200.0
85389000,0.8823529411764706,0.225,0.35856573705179284,200.0
85423100,0.9047619047619048,0.665,0.7665706051873199,200.0
85437090,0.9572649572649573,0.56,0.7066246056782335,200.0
85442000,0.9653179190751445,0.835,0.8954423592493298,200.0
85443000,0.9705882352941176,0.33,0.4925373134328358,200.0
85444200,0.9668874172185431,0.73,0.8319088319088319,200.0
85447000,0.9581151832460733,0.915,0.9360613810741688,200.0
86090000,0.9795918367346939,0.96,0.9696969696969697,200.0
87032291,0.9950248756218906,1.0,0.9975062344139651,200.0
87042121,0.99,0.99,0.99,200.0
87042271,1.0,0.995,0.9974937343358395,200.0
87043121,0.9899497487437185,0.985,0.9874686716791979,200.0
87081000,0.0,0.0,0.0,200.0
87082930,0.0,0.0,0.0,200.0
87082960,0.0,0.0,0.0,200.0
87082970,0.0,0.0,0.0,200.0
87082990,0.0,0.0,0.0,200.0
87083010,0.9333333333333333,0.42,0.5793103448275863,200.0
87083020,1.0,0.195,0.3263598326359833,200.0
87083090,1.0,0.07,0.1308411214953271,200.0
87084000,0.9565217391304348,0.11,0.19730941704035873,200.0
87085000,1.0,0.01,0.019801980198019802,200.0
